nodo1,nodo2,tiempo,variacion_energia,variacion_temperatura
1,32,87.67631492894249,0.08091997868590241,1
1,161,63.52744315341024,0.08091997868590241,1
1,65,1.9498296002645068,0.08091997868590241,1
1,357,85.32890124037515,0.08091997868590241,1
1,714,66.74193996606661,0.08091997868590241,1
1,44,33.56969552319836,0.08091997868590241,1
1,913,54.35435786023091,0.08091997868590241,1
1,82,21.599436862819235,0.08091997868590241,1
1,406,61.11311491025254,0.08091997868590241,1
1,118,50.58498725212269,0.08091997868590241,1
1,408,59.86785182763685,0.08091997868590241,1
1,863,47.836424775298035,0.08091997868590241,1
258,317,14.774891887629474,0.08091997868590241,1
337,776,37.235327376662006,0.08091997868590241,1
980,862,18.971758559852656,0.08091997868590241,1
977,827,36.19816402550676,0.08091997868590241,1
394,611,29.185607754263437,0.08091997868590241,1
867,469,12.08314818118237,0.08091997868590241,1
693,648,70.64076853259589,0.08091997868590241,1
522,350,71.71960552112994,0.08091997868590241,1
653,661,26.10730882033873,0.08091997868590241,-1
788,727,44.402926708964664,0.08091997868590241,1
126,919,23.199382103598488,0.08091997868590241,1
640,666,75.03922644122186,0.08091997868590241,1
487,874,27.67084425901099,0.08091997868590241,1
139,277,32.48018786381677,0.08091997868590241,1
440,683,81.0155004785962,0.08091997868590241,1
469,372,55.965930108555455,0.08091997868590241,1
637,54,30.005434804651795,0.08091997868590241,1
612,75,27.23739232992388,0.08091997868590241,1
549,593,71.60991922011776,0.08091997868590241,-1
523,311,86.60222422710457,0.08091997868590241,1
795,503,42.148073377153075,0.08091997868590241,1
388,71,45.75630720224982,0.08091997868590241,1
869,359,66.80622609383377,0.08091997868590241,1
816,325,59.431791806227054,0.08091997868590241,1
116,950,21.564193343811503,0.08091997868590241,1
88,400,15.39755881118981,0.08091997868590241,1
594,970,31.007771350815258,0.08091997868590241,1
470,603,28.4486917661567,0.08091997868590241,1
369,687,26.86576122573115,0.08091997868590241,1
975,695,57.774528965684084,0.08091997868590241,1
921,679,37.69298890133444,0.08091997868590241,1
65,800,44.49045080797426,0.08091997868590241,1
826,761,44.28431790344613,0.08091997868590241,1
101,916,33.60864662969924,0.08091997868590241,1
462,34,30.250022165906174,0.08091997868590241,1
164,452,53.45052198462379,0.08091997868590241,1
222,23,6.64176089172568,0.08091997868590241,1
259,822,30.11108818638565,0.08091997868590241,1
571,787,57.16540539421364,0.08091997868590241,1
248,296,28.00769996371405,0.08091997868590241,1
919,405,73.66636960613475,0.08091997868590241,1
820,91,77.27222580758331,0.08091997868590241,1
273,197,49.594397709701326,0.08091997868590241,1
848,50,46.035175599165335,0.08091997868590241,1
41,512,61.73801862043269,0.08091997868590241,1
629,699,64.18045783696994,0.08091997868590241,1
436,591,42.263299872099,0.08091997868590241,1
261,900,65.99352582677825,0.08091997868590241,1
949,352,17.86394145156288,0.08091997868590241,1
754,6,35.86794345780892,0.08091997868590241,1
4,871,59.25367841936898,0.08091997868590241,1
512,104,50.572753520302136,0.08091997868590241,1
402,607,70.15929690460237,0.08091997868590241,1
50,830,49.38308081776402,0.08091997868590241,1
969,14,54.59722475047113,0.08091997868590241,1
334,873,62.685581427382196,0.08091997868590241,1
28,428,108.70153407972836,0.08091997868590241,1
96,771,62.99569577242635,0.08091997868590241,1
781,425,74.31453267205234,0.08091997868590241,1
945,182,30.705800266383715,0.08091997868590241,1
3,242,24.011953566191213,0.08091997868590241,1
862,551,89.81437806583999,0.08091997868590241,1
360,808,31.425510578528176,0.08091997868590241,1
444,342,60.4067257279545,0.08091997868590241,-1
159,628,35.79455068871797,0.08091997868590241,1
592,407,51.612392081555136,0.08091997868590241,1
271,195,27.51480467239692,0.08091997868590241,1
880,762,17.164359495026545,0.08091997868590241,1
515,868,58.46789987065203,0.08091997868590241,1
195,701,28.45765232421919,0.08091997868590241,1
734,921,16.683447885074976,0.08091997868590241,1
371,129,38.392330078899235,0.08091997868590241,1
345,793,23.28253574350023,0.08091997868590241,-1
292,571,27.000270345069914,0.08091997868590241,-1
189,461,29.562827081025898,0.08091997868590241,1
807,767,34.56077742307791,0.08091997868590241,-1
476,987,123.2055740978811,0.08091997868590241,1
713,613,41.349192601494636,0.08091997868590241,1
417,429,20.78626947036198,0.08091997868590241,1
626,376,51.97603647456529,0.08091997868590241,1
267,482,33.496711344133615,0.08091997868590241,1
158,867,21.903365804430518,0.08091997868590241,1
595,267,17.181806542836444,0.08091997868590241,1
30,835,47.487934820239204,0.08091997868590241,1
9,473,12.115683515007678,0.08091997868590241,-1
72,409,43.53386354837797,0.08091997868590241,1
120,572,66.74840130867645,0.08091997868590241,1
56,51,60.619378083601596,0.08091997868590241,1
712,322,47.49713609820625,0.08091997868590241,1
691,60,78.85403664913609,0.08091997868590241,1
750,335,55.428119853059705,0.08091997868590241,-1
842,120,10.8461502745663,0.08091997868590241,1
657,147,77.39539079073997,0.08091997868590241,1
642,651,39.169774380270304,0.08091997868590241,1
342,809,29.8266550500101,0.08091997868590241,1
961,292,93.5557376467943,0.08091997868590241,1
